month_num,char11,char1,char2,char3,char4,char5,char6,char7,char8,char9,char10,prodid_num,quantity,value
9,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,472,177021
10,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,113,37109
10,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,650,247899
11,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,52,19333
11,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,177,53500
11,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,1871,714259
12,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,27,8271
12,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,328,114417
12,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,2741,1045194
13,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,105,35044
13,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,1850,687414
13,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,71,25153
14,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,175,61006
14,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,68,22972
14,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,560,206535
15,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,460,163641
15,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,357,119720
15,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,61,20239
15,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,9,3573
16,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,260,97891
16,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,135,46009
16,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,25,8794
16,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,655,221404
17,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,265,94205
17,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,18,6090
17,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,212,79144
18,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,263,98526
18,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,12,4381
18,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,4,1570
18,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,198,75273
19,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,486,167514
19,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,1,583
19,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,1,628
19,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,264,95009
20,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,104,37692
20,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,4,1554
20,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,31,10323
20,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,306,102035
21,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,12,4129
21,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,2,904
21,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,54,20386
21,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,442,151430
22,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,3,865
22,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,47,14834
22,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,1,592
22,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,95,39309
22,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,361,119382
23,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,5,1302
23,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,270,74018
23,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,94,44800
23,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,236,78937
24,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,557,159225
24,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,47,22493
24,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,624,206867
25,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,5,1557
25,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,178,49455
25,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,90,42669
25,brand_a,10.6,3718,val_i,val_a,val_a,PRG566,AAA,100M,B230,cuy,8,376,125629
0,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,46,16003
0,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,22,8503
1,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,21,7379
2,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,19,6138
3,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,14,4392
3,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,1,511
4,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,12,3808
5,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,3,1058
6,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,3,896
6,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,9,2348
8,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,1,533
11,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,6,1867
11,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,2,483
12,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,2,784
13,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,3,1075
22,brand_a,10.6,3718,val_u,val_a,val_e,FBOK6552,AAA,100M,B230,cuy,12,1,223
21,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,36,16791
22,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,1,383
23,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,1,494
24,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,4,1811
24,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,108,29103
24,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,61,26144
25,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,27,7681
25,brand_a,10.6,7814,val_i,val_a,val_a,GR400,AAA,100M,B230,ted,15,118,50127
5,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,18,10053
6,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,104,54966
6,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,704
7,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,93,51154
7,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,3,2024
8,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,99,51833
8,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,1262
8,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,3,2397
9,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,7,4039
9,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,243,107454
9,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,8,6454
10,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,95,49493
10,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,22,15547
10,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,5,2949
11,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,150,68709
11,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,29,20171
11,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,11,5520
12,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,58,30374
12,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,36,24620
12,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,3,1865
12,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,1569
13,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,45,21651
13,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,33,22308
13,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,527
14,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,25,12348
14,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,17,11821
14,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,1054
15,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,25,11151
15,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,12,7744
15,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,1054
16,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,16,7740
16,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,28,17658
17,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,9,4627
17,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,22,14783
17,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,1038
18,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,13,5910
18,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,35,23479
19,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,5,2507
19,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,7,4985
20,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,647
21,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,1096
21,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,3,1395
21,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,957
22,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,300
22,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,519
23,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,5,1845
23,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,914
24,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,475
25,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,1,343
25,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,100M,B230,ted,18,2,1108
0,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,181,117971
1,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,136,85834
1,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,27,18371
2,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,118,72779
2,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,19,13514
3,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,104,63184
3,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,40,27229
4,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,88,56143
4,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,36,25144
5,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,67,38063
5,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,61,37476
6,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,37,19160
6,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,59,38086
7,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,10,5308
7,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,23,14402
8,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,1,1044
8,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,20,11198
9,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,3,1780
9,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,11,6582
10,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,1,885
10,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,2,1434
11,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,9,3096
11,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,4,2327
12,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,2,1331
13,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,8,3632
14,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,1,897
19,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,1,780
22,brand_a,10.6,7814,val_i,val_a,val_a,PRG566,CCC,150D,B230,ted,19,2,564
18,brand_a,10.6,7814,val_k,val_a,val_a,GR5500,CCC,100M,B230,ted,20,2,1319
21,brand_a,10.6,7814,val_k,val_a,val_a,GR5500,CCC,100M,B230,ted,20,1,632
22,brand_a,10.6,7814,val_k,val_a,val_a,GR5500,CCC,100M,B230,ted,20,2,1262
15,brand_a,10.6,7814,val_p,val_a,val_a,GR5300,AAA,150D,A100,ted,23,1,1531
17,brand_a,10.6,7814,val_p,val_a,val_a,GR5300,AAA,150D,A100,ted,23,1,1531
5,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,16,31954
6,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,24,46178
7,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,12,24904
8,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,22,43104
9,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,6,11548
10,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,1,3248
11,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,6,9419
12,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,1,3845
13,brand_a,11.3,16006,val_m,val_a,val_a,GR5500,AAA,100M,B230,ted,31,1,3071
24,brand_a,11.3,16006,val_m,val_a,val_a,GR620,AAA,150D,B230,ted,33,28,29211
0,brand_a,11.3,16006,val_n,val_a,val_a,GR4400,AAA,100M,B230,ted,34,2,3701
1,brand_a,11.3,16006,val_n,val_a,val_a,GR4400,AAA,100M,B230,ted,34,3,5413
2,brand_a,11.3,16006,val_n,val_a,val_a,GR4400,AAA,100M,B230,ted,34,4,5943
3,brand_a,11.3,16006,val_n,val_a,val_a,GR4400,AAA,100M,B230,ted,34,5,6526
4,brand_a,11.3,16006,val_n,val_a,val_a,GR4400,AAA,100M,B230,ted,34,1,1437
13,brand_a,11.3,16006,val_n,val_a,val_a,GR4400,AAA,100M,B230,ted,34,1,1257
9,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,13,25909
9,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,1,2225
10,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,20,37812
10,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,4,10076
11,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,35,62119
11,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,7,17333
12,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,6,14548
12,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,20,45589
12,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,19,38867
13,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,9,19774
13,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,14,30029
13,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,23,43683
14,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,2,4892
14,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,4,11044
14,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,5,12926
14,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,29,55765
15,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,5,12694
15,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,4,11401
15,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,33,62938
16,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,1,2494
16,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,6,13982
16,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,5,14251
16,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,47,92171
17,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,17,37114
17,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,1,2484
18,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,1,2111
18,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,49,95743
18,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,12,30434
19,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,33,66009
19,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,5,14483
20,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,1,2730
20,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,13,27324
20,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,5,14483
21,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,9,21325
21,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,48,95910
21,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,1,2360
22,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,4,10692
22,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,37,69642
23,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,4,9397
23,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,34,65531
24,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,37,69654
25,brand_a,11.3,16006,val_n,val_a,val_a,GR520,AAA,100M,B230,ted,35,70,125535
0,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,9,11974
1,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,8,10452
2,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,4,5162
3,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,5,6370
4,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,3,4095
12,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,1,1192
13,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,7,8348
14,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,4,4770
15,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,5,5963
16,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,5,5963
17,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,4,4770
18,brand_a,11.3,16006,val_p,val_a,val_a,GR5300,AAA,100M,A100,ted,40,2,2385
25,brand_a,11.3,32806,val_n,val_a,val_a,GR620,AAA,100M,B230,ted,41,3,7291
0,brand_a,11.3,7814,val_k,val_a,val_a,GR4000,CCC,100M,A100,ted,45,9,6681
1,brand_a,11.3,7814,val_k,val_a,val_a,GR4000,CCC,100M,A100,ted,45,6,3992
2,brand_a,11.3,7814,val_k,val_a,val_a,GR4000,CCC,100M,A100,ted,45,11,8096
3,brand_a,11.3,7814,val_k,val_a,val_a,GR4000,CCC,100M,A100,ted,45,7,4479
4,brand_a,11.3,7814,val_k,val_a,val_a,GR4000,CCC,100M,A100,ted,45,5,3690
